/INFO 2024-11-03 05:07:07,343 autoreload Watching for file changes with StatReloader
DEBUG 2024-11-03 05:07:07,652 autoreload File /usr/local/lib/python3.10/dist-packages/rest_framework/utils/json.py first seen with mtime 1707217129.8262424
DEBUG 2024-11-03 05:07:07,652 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/forms/utils.py first seen with mtime 1730554576.072632
DEBUG 2024-11-03 05:07:07,652 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/utils/regex_helper.py first seen with mtime 1730554576.1026328
DEBUG 2024-11-03 05:07:07,652 autoreload File /usr/lib/python3/dist-packages/sqlparse/lexer.py first seen with mtime 1602053598.0
DEBUG 2024-11-03 05:07:07,652 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1730554575.8166258
DEBUG 2024-11-03 05:07:07,652 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/contrib/sessions/apps.py first seen with mtime 1730554575.98263
DEBUG 2024-11-03 05:07:07,652 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/utils/functional.py first seen with mtime 1730554576.100633
DEBUG 2024-11-03 05:07:07,653 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django_prometheus/migrations.py first seen with mtime 1730561727.853078
DEBUG 2024-11-03 05:07:07,653 autoreload File /usr/lib/python3.10/email/contentmanager.py first seen with mtime 1726069656.0
DEBUG 2024-11-03 05:07:07,653 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/contrib/sites/__init__.py first seen with mtime 1730554576.0106306
DEBUG 2024-11-03 05:07:07,653 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/db/models/sql/query.py first seen with mtime 1730554576.069632
DEBUG 2024-11-03 05:07:07,653 autoreload File /usr/lib/python3.10/os.py first seen with mtime 1726069656.0
DEBUG 2024-11-03 05:07:07,653 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/utils/log.py first seen with mtime 1730554576.1026328
DEBUG 2024-11-03 05:07:07,653 autoreload File /usr/lib/python3.10/importlib/metadata/_adapters.py first seen with mtime 1726069656.0
